ANNEE,INDICATEUR,SOUS-INDICATEUR,PLF_NORMAL,CFX_NORMAL,TOTAL_NORMAL,UNITE,MODE,PLF_CRISE,CFX_CRISE,TOTAL_CRISE,ECART_TOTAL,VARIATION_PCT
2011,Nombre de lits,Pôle 9,2.5,2.5,5.0,lits,Normal,3.75,3.75,7.5,2.5,50.0
2012,Nombre de lits,Pôle 9,2.5,2.5,5.0,lits,Normal,3.75,3.75,7.5,2.5,50.0
2013,Nombre de lits,Pôle 9,2.5,2.5,5.0,lits,Normal,3.75,3.75,7.5,2.5,50.0
2014,Nombre de lits,Pôle 9,2.5,2.5,5.0,lits,Normal,3.75,3.75,7.5,2.5,50.0
2015,Nombre de lits,Pôle 9,2.5,2.5,5.0,lits,Normal,3.75,3.75,7.5,2.5,50.0
2016,Nombre de lits,Pôle 9,2.5,2.5,5.0,lits,Normal,3.75,3.75,7.5,2.5,50.0
2011,Nombre de lits,SLD – Soins de Longue Durée,37.0,152.0,189.0,lits,Normal,55.5,228.0,283.5,94.5,50.0
2012,Nombre de lits,SLD – Soins de Longue Durée,37.0,152.0,189.0,lits,Normal,55.5,228.0,283.5,94.5,50.0
2013,Nombre de lits,SLD – Soins de Longue Durée,37.0,152.0,189.0,lits,Normal,55.5,228.0,283.5,94.5,50.0
2014,Nombre de lits,SLD – Soins de Longue Durée,37.0,152.0,189.0,lits,Normal,55.5,228.0,283.5,94.5,50.0
2015,Nombre de lits,SLD – Soins de Longue Durée,37.0,152.0,189.0,lits,Normal,55.5,228.0,283.5,94.5,50.0
2016,Nombre de lits,SLD – Soins de Longue Durée,37.0,152.0,189.0,lits,Normal,55.5,228.0,283.5,94.5,50.0
2011,Nombre de lits,Soins de Suite et de Réadaptation (SSR),104.0,171.0,275.0,lits,Normal,156.0,256.5,412.5,137.5,50.0
2012,Nombre de lits,Soins de Suite et de Réadaptation (SSR),104.0,171.0,275.0,lits,Normal,156.0,256.5,412.5,137.5,50.0
2013,Nombre de lits,Soins de Suite et de Réadaptation (SSR),104.0,171.0,275.0,lits,Normal,156.0,256.5,412.5,137.5,50.0
2014,Nombre de lits,Soins de Suite et de Réadaptation (SSR),104.0,171.0,275.0,lits,Normal,156.0,256.5,412.5,137.5,50.0
2015,Nombre de lits,Soins de Suite et de Réadaptation (SSR),104.0,171.0,275.0,lits,Normal,156.0,256.5,412.5,137.5,50.0
2016,Nombre de lits,Soins de Suite et de Réadaptation (SSR),104.0,171.0,275.0,lits,Normal,156.0,256.5,412.5,137.5,50.0
2011,Nombre de lits,Unité d'Hospitalisation de Courte Durée ​,10.0,10.0,20.0,lits,Normal,15.0,15.0,30.0,10.0,50.0
2012,Nombre de lits,Unité d'Hospitalisation de Courte Durée ​,10.0,10.0,20.0,lits,Normal,15.0,15.0,30.0,10.0,50.0
2013,Nombre de lits,Unité d'Hospitalisation de Courte Durée ​,10.0,10.0,20.0,lits,Normal,15.0,15.0,30.0,10.0,50.0
2014,Nombre de lits,Unité d'Hospitalisation de Courte Durée ​,10.0,10.0,20.0,lits,Normal,15.0,15.0,30.0,10.0,50.0
2015,Nombre de lits,Unité d'Hospitalisation de Courte Durée ​,10.0,10.0,20.0,lits,Normal,15.0,15.0,30.0,10.0,50.0
2016,Nombre de lits,Unité d'Hospitalisation de Courte Durée ​,10.0,10.0,20.0,lits,Normal,15.0,15.0,30.0,10.0,50.0
2011,Plateau medico-technique de pointe,Places de réveil,35.5,35.5,71.0,places,Normal,53.25,53.25,106.5,35.5,50.0
2012,Plateau medico-technique de pointe,Places de réveil,35.5,35.5,71.0,places,Normal,53.25,53.25,106.5,35.5,50.0
2013,Plateau medico-technique de pointe,Places de réveil,35.5,35.5,71.0,places,Normal,53.25,53.25,106.5,35.5,50.0
2014,Plateau medico-technique de pointe,Places de réveil,35.5,35.5,71.0,places,Normal,53.25,53.25,106.5,35.5,50.0
2015,Plateau medico-technique de pointe,Places de réveil,35.5,35.5,71.0,places,Normal,53.25,53.25,106.5,35.5,50.0
2016,Plateau medico-technique de pointe,Places de réveil,35.5,35.5,71.0,places,Normal,53.25,53.25,106.5,35.5,50.0
2011,Resources hopitaux,Centres de référence maladies rares,5.0,5.0,10.0,centres,Normal,7.5,7.5,15.0,5.0,50.0
2012,Resources hopitaux,Centres de référence maladies rares,5.0,5.0,10.0,centres,Normal,7.5,7.5,15.0,5.0,50.0
2013,Resources hopitaux,Centres de référence maladies rares,5.0,5.0,10.0,centres,Normal,7.5,7.5,15.0,5.0,50.0
2014,Resources hopitaux,Centres de référence maladies rares,5.0,5.0,10.0,centres,Normal,7.5,7.5,15.0,5.0,50.0
2015,Resources hopitaux,Centres de référence maladies rares,5.0,5.0,10.0,centres,Normal,7.5,7.5,15.0,5.0,50.0
2016,Resources hopitaux,Centres de référence maladies rares,12.5,12.5,25.0,centres,Normal,18.75,18.75,37.5,12.5,50.0
2017,Resources hopitaux,Centres de référence maladies rares,12.5,12.5,25.0,centres,Normal,18.75,18.75,37.5,12.5,50.0
2011,Resources hopitaux,Départements Hospitalo-Universitaires (DHU),2.0,2.0,4.0,départements,Normal,3.0,3.0,6.0,2.0,50.0
2012,Resources hopitaux,Départements Hospitalo-Universitaires (DHU),2.0,2.0,4.0,départements,Normal,3.0,3.0,6.0,2.0,50.0
2013,Resources hopitaux,Départements Hospitalo-Universitaires (DHU),2.0,2.0,4.0,départements,Normal,3.0,3.0,6.0,2.0,50.0
2014,Resources hopitaux,Départements Hospitalo-Universitaires (DHU),2.0,2.0,4.0,départements,Normal,3.0,3.0,6.0,2.0,50.0
2015,Resources hopitaux,Départements Hospitalo-Universitaires (DHU),2.0,2.0,4.0,départements,Normal,3.0,3.0,6.0,2.0,50.0
2016,Resources hopitaux,Départements Hospitalo-Universitaires (DHU),2.0,2.0,4.0,départements,Normal,3.0,3.0,6.0,2.0,50.0
2017,Resources hopitaux,Départements Hospitalo-Universitaires (DHU),2.0,2.0,4.0,départements,Normal,3.0,3.0,6.0,2.0,50.0
2011,Resources hopitaux,Instituts Hospitalo-Universitaires (IHU),1.0,1.0,2.0,instituts,Normal,1.5,1.5,3.0,1.0,50.0
2012,Resources hopitaux,Instituts Hospitalo-Universitaires (IHU),1.0,1.0,2.0,instituts,Normal,1.5,1.5,3.0,1.0,50.0
2013,Resources hopitaux,Instituts Hospitalo-Universitaires (IHU),1.0,1.0,2.0,instituts,Normal,1.5,1.5,3.0,1.0,50.0
2014,Resources hopitaux,Instituts Hospitalo-Universitaires (IHU),1.0,1.0,2.0,instituts,Normal,1.5,1.5,3.0,1.0,50.0
2015,Resources hopitaux,Instituts Hospitalo-Universitaires (IHU),1.0,1.0,2.0,instituts,Normal,1.5,1.5,3.0,1.0,50.0
2016,Resources hopitaux,Instituts Hospitalo-Universitaires (IHU),1.0,1.0,2.0,instituts,Normal,1.5,1.5,3.0,1.0,50.0
2017,Resources hopitaux,Instituts Hospitalo-Universitaires (IHU),1.0,1.0,2.0,instituts,Normal,1.5,1.5,3.0,1.0,50.0
2011,Resources hopitaux,Nombre de pôles,5.5,5.5,11.0,poles,Normal,8.25,8.25,16.5,5.5,50.0
2012,Resources hopitaux,Nombre de pôles,5.5,5.5,11.0,poles,Normal,8.25,8.25,16.5,5.5,50.0
2013,Resources hopitaux,Nombre de pôles,5.5,5.5,11.0,poles,Normal,8.25,8.25,16.5,5.5,50.0
2014,Resources hopitaux,Nombre de pôles,5.5,5.5,11.0,poles,Normal,8.25,8.25,16.5,5.5,50.0
2015,Resources hopitaux,Nombre de pôles,5.5,5.5,11.0,poles,Normal,8.25,8.25,16.5,5.5,50.0
2016,Resources hopitaux,Nombre de pôles,5.5,5.5,11.0,poles,Normal,8.25,8.25,16.5,5.5,50.0
2017,Resources hopitaux,Nombre de pôles,5.5,5.5,11.0,poles,Normal,8.25,8.25,16.5,5.5,50.0
2011,Resources hopitaux,Places d’hôpital de jour,183.5,183.5,367.0,places,Normal,275.25,275.25,550.5,183.5,50.0
2012,Resources hopitaux,Places d’hôpital de jour,183.5,183.5,367.0,places,Normal,275.25,275.25,550.5,183.5,50.0
2013,Resources hopitaux,Places d’hôpital de jour,183.5,183.5,367.0,places,Normal,275.25,275.25,550.5,183.5,50.0
2014,Resources hopitaux,Places d’hôpital de jour,183.5,183.5,367.0,places,Normal,275.25,275.25,550.5,183.5,50.0
2015,Resources hopitaux,Places d’hôpital de jour,183.5,183.5,367.0,places,Normal,275.25,275.25,550.5,183.5,50.0
2016,Resources hopitaux,Places d’hôpital de jour,183.5,183.5,367.0,places,Normal,275.25,275.25,550.5,183.5,50.0
2017,Resources hopitaux,Places d’hôpital de jour,183.5,183.5,367.0,places,Normal,275.25,275.25,550.5,183.5,50.0
2011,Resources hopitaux,Places d’hôpital de jour - places en chirurgie ambulatoire,27.0,27.0,54.0,places,Normal,40.5,40.5,81.0,27.0,50.0
2012,Resources hopitaux,Places d’hôpital de jour - places en chirurgie ambulatoire,27.0,27.0,54.0,places,Normal,40.5,40.5,81.0,27.0,50.0
2013,Resources hopitaux,Places d’hôpital de jour - places en chirurgie ambulatoire,27.0,27.0,54.0,places,Normal,40.5,40.5,81.0,27.0,50.0
2014,Resources hopitaux,Places d’hôpital de jour - places en chirurgie ambulatoire,27.0,27.0,54.0,places,Normal,40.5,40.5,81.0,27.0,50.0
2015,Resources hopitaux,Places d’hôpital de jour - places en chirurgie ambulatoire,27.0,27.0,54.0,places,Normal,40.5,40.5,81.0,27.0,50.0
2016,Resources hopitaux,Places d’hôpital de jour - places en chirurgie ambulatoire,27.0,27.0,54.0,places,Normal,40.5,40.5,81.0,27.0,50.0
2017,Resources hopitaux,Places d’hôpital de jour - places en chirurgie ambulatoire,27.0,27.0,54.0,places,Normal,40.5,40.5,81.0,27.0,50.0
2011,Sejours,Chirurgie,531.0,0.0,531.0,sejours,Normal,796.5,0.0,796.5,265.5,50.0
2012,Sejours,Chirurgie,531.0,0.0,531.0,sejours,Normal,796.5,0.0,796.5,265.5,50.0
2013,Sejours,Chirurgie,531.0,0.0,531.0,sejours,Normal,796.5,0.0,796.5,265.5,50.0
2011,Sejours,Médecine,810.0,105.0,915.0,sejours,Normal,1215.0,157.5,1372.5,457.5,50.0
2012,Sejours,Médecine,810.0,105.0,915.0,sejours,Normal,1215.0,157.5,1372.5,457.5,50.0
2013,Sejours,Médecine,810.0,105.0,915.0,sejours,Normal,1215.0,157.5,1372.5,457.5,50.0
2011,Sejours,Psychiatrie (PSY),120.0,20.0,140.0,journées,Normal,180.0,30.0,210.0,70.0,50.0
2012,Sejours,Psychiatrie (PSY),120.0,20.0,140.0,journées,Normal,180.0,30.0,210.0,70.0,50.0
2013,Sejours,Psychiatrie (PSY),120.0,20.0,140.0,journées,Normal,180.0,30.0,210.0,70.0,50.0
2011,Sejours,Soins de Longue Durée (SLD),37.0,211.0,248.0,journées,Normal,55.5,316.5,372.0,124.0,50.0
2012,Sejours,Soins de Longue Durée (SLD),37.0,211.0,248.0,journées,Normal,55.5,316.5,372.0,124.0,50.0
2013,Sejours,Soins de Longue Durée (SLD),37.0,211.0,248.0,journées,Normal,55.5,316.5,372.0,124.0,50.0
2011,Sejours,Soins de Suite et de Réadaptation (SSR),85.0,149.0,234.0,journées,Normal,127.5,223.5,351.0,117.0,50.0
2012,Sejours,Soins de Suite et de Réadaptation (SSR),85.0,149.0,234.0,journées,Normal,127.5,223.5,351.0,117.0,50.0
2013,Sejours,Soins de Suite et de Réadaptation (SSR),85.0,149.0,234.0,journées,Normal,127.5,223.5,351.0,117.0,50.0
2011,Technique,Lithotripteur - Urologie,1.0,0.0,1.0,lithotripteurs,Normal,1.5,0.0,1.5,0.5,50.0
2012,Technique,Lithotripteur - Urologie,1.0,0.0,1.0,lithotripteurs,Normal,1.5,0.0,1.5,0.5,50.0
2013,Technique,Lithotripteur - Urologie,1.0,0.0,1.0,lithotripteurs,Normal,1.5,0.0,1.5,0.5,50.0
2014,Technique,Lithotripteur - Urologie,1.0,0.0,1.0,lithotripteurs,Normal,1.5,0.0,1.5,0.5,50.0
2015,Technique,Lithotripteur - Urologie,1.0,0.0,1.0,lithotripteurs,Normal,1.5,0.0,1.5,0.5,50.0
2016,Technique,Lithotripteur - Urologie,1.0,0.0,1.0,lithotripteurs,Normal,1.5,0.0,1.5,0.5,50.0
2011,Équipement,Gamma caméras ,3.0,0.0,3.0,gamma-caméras,Normal,4.5,0.0,4.5,1.5,50.0
2012,Équipement,Gamma caméras ,3.0,0.0,3.0,gamma-caméras,Normal,4.5,0.0,4.5,1.5,50.0
2013,Équipement,Gamma caméras ,2.67,0.0,2.67,gamma-caméras,Normal,4.0,0.0,4.0,1.33,49.81
2014,Équipement,Gamma caméras ,2.33,0.0,2.33,gamma-caméras,Normal,3.5,0.0,3.5,1.17,50.21
2015,Équipement,Gamma caméras ,2.0,0.0,2.0,gamma-caméras,Normal,3.0,0.0,3.0,1.0,50.0
2016,Équipement,Gamma caméras ,2.0,0.0,2.0,gamma-caméras,Normal,3.0,0.0,3.0,1.0,50.0
2011,Équipement,TEP IRM,1.0,0.0,1.0,appareils,Normal,1.5,0.0,1.5,0.5,50.0
2012,Équipement,TEP IRM,1.0,0.0,1.0,appareils,Normal,1.5,0.0,1.5,0.5,50.0
2013,Équipement,TEP IRM,1.0,0.0,1.0,appareils,Normal,1.5,0.0,1.5,0.5,50.0
2014,Équipement,TEP IRM,1.0,0.0,1.0,appareils,Normal,1.5,0.0,1.5,0.5,50.0
2015,Équipement,TEP IRM,1.0,0.0,1.0,appareils,Normal,1.5,0.0,1.5,0.5,50.0
2016,Équipement,TEP IRM,1.0,0.0,1.0,appareils,Normal,1.5,0.0,1.5,0.5,50.0
2011,Équipement,TEP scanner,1.0,0.0,1.0,scanners,Normal,1.5,0.0,1.5,0.5,50.0
2012,Équipement,TEP scanner,1.0,0.0,1.0,scanners,Normal,1.5,0.0,1.5,0.5,50.0
2013,Équipement,TEP scanner,1.33,0.0,1.33,scanners,Normal,2.0,0.0,2.0,0.67,50.38
2014,Équipement,TEP scanner,1.67,0.0,1.67,scanners,Normal,2.5,0.0,2.5,0.83,49.7
2015,Équipement,TEP scanner,2.0,0.0,2.0,scanners,Normal,3.0,0.0,3.0,1.0,50.0
2016,Équipement,TEP scanner,2.0,0.0,2.0,scanners,Normal,3.0,0.0,3.0,1.0,50.0
2011,Équipements,Blocs opératoires,45.0,0.0,45.0,blocs opératoires,Normal,67.5,0.0,67.5,22.5,50.0
2012,Équipements,Blocs opératoires,45.0,0.0,45.0,blocs opératoires,Normal,67.5,0.0,67.5,22.5,50.0
2013,Équipements,Blocs opératoires,45.0,0.0,45.0,blocs opératoires,Normal,67.5,0.0,67.5,22.5,50.0
2011,Équipements,Chambres protégées,12.0,12.0,24.0,chambres,Normal,18.0,18.0,36.0,12.0,50.0
2012,Équipements,Chambres protégées,12.0,12.0,24.0,chambres,Normal,18.0,18.0,36.0,12.0,50.0
2013,Équipements,Chambres protégées,12.0,12.0,24.0,chambres,Normal,18.0,18.0,36.0,12.0,50.0
2014,Équipements,Chambres protégées,12.0,12.0,24.0,chambres,Normal,18.0,18.0,36.0,12.0,50.0
2015,Équipements,Chambres protégées,12.0,12.0,24.0,chambres,Normal,18.0,18.0,36.0,12.0,50.0
2016,Équipements,Chambres protégées,12.0,12.0,24.0,chambres,Normal,18.0,18.0,36.0,12.0,50.0
2011,Équipements,Chambres protégées ,24.0,0.0,24.0,chambres,Normal,36.0,0.0,36.0,12.0,50.0
2012,Équipements,Chambres protégées ,24.0,0.0,24.0,chambres,Normal,36.0,0.0,36.0,12.0,50.0
2013,Équipements,Chambres protégées ,24.0,0.0,24.0,chambres,Normal,36.0,0.0,36.0,12.0,50.0
2011,Équipements,Places de réveil ,71.0,0.0,71.0,places,Normal,106.5,0.0,106.5,35.5,50.0
2012,Équipements,Places de réveil ,71.0,0.0,71.0,places,Normal,106.5,0.0,106.5,35.5,50.0
2013,Équipements,Places de réveil ,71.0,0.0,71.0,places,Normal,106.5,0.0,106.5,35.5,50.0
