year,month,site_code,indicateur,sous_indicateur,unite,value,type,value_crise
2017,12,CFX,Qualité des soins – MCO,Dossier médical,%,6.65,,6.91
2011,1,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,7.35,STABLE,6.99
2011,2,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,7.13,STABLE,7.26
2011,3,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,7.17,STABLE,7.28
2011,4,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,7.19,STABLE,7.94
2011,5,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,7.04,STABLE,7.27
2011,6,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,6.81,STABLE,6.89
2011,7,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,7.06,STABLE,6.94
2011,8,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,7.27,STABLE,6.17
2011,9,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,6.9,STABLE,6.81
2011,10,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,7.06,STABLE,6.95
2011,11,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,7.15,STABLE,7.3
2011,12,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,6.88,STABLE,7.19
2012,1,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,7.29,STABLE,6.55
2012,2,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,7.01,STABLE,7.02
2012,3,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,7.14,STABLE,7.59
2012,4,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,6.78,STABLE,6.68
2012,5,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,7.2,STABLE,7.14
2012,6,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,6.95,STABLE,7.25
2012,7,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,7.03,STABLE,6.67
2012,8,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,7.1,STABLE,7.23
2012,9,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,7.02,STABLE,7.21
2012,10,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,7.27,STABLE,7.75
2012,11,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,7.22,STABLE,6.66
2012,12,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,7.0,STABLE,7.24
2013,1,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,7.19,STABLE,6.3
2013,2,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,6.81,STABLE,7.0
2013,3,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,7.01,STABLE,6.6
2013,4,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,7.12,STABLE,7.11
2013,5,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,7.5,STABLE,7.29
2013,6,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,6.54,STABLE,7.38
2013,7,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,7.27,STABLE,7.73
2013,8,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,7.28,STABLE,7.23
2013,9,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,7.31,STABLE,8.21
2013,10,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,6.9,STABLE,6.6
2013,11,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,7.01,STABLE,6.86
2013,12,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,7.07,STABLE,6.69
2017,1,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,7.17,,5.63
2017,2,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,6.81,,6.2
2017,3,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,7.01,,6.3
2017,4,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,7.03,,6.16
2017,5,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,7.5,,6.34
2017,6,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,6.6,,6.39
2017,7,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,7.25,,6.24
2017,8,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,7.24,,6.23
2017,9,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,7.31,,6.67
2017,10,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,6.96,,6.35
2017,11,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,7.04,,5.96
2017,12,CFX,Qualité des soins – MCO,Dépistage des troubles nutritionnels,%,7.08,,6.16
2011,1,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.31,STABLE,6.27
2011,2,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.36,STABLE,6.0
2011,3,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.15,STABLE,6.57
2011,4,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.07,STABLE,5.97
2011,5,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.33,STABLE,6.41
2011,6,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.36,STABLE,6.18
2011,7,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.46,STABLE,5.92
2011,8,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.67,STABLE,6.58
2011,9,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.64,STABLE,6.45
2011,10,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.12,STABLE,6.03
2011,11,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.09,STABLE,6.84
2011,12,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.45,STABLE,6.77
2012,1,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.33,STABLE,6.6
2012,2,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.1,STABLE,6.22
2012,3,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.25,STABLE,6.16
2012,4,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.66,STABLE,6.87
2012,5,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.19,STABLE,5.98
2012,6,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.26,STABLE,6.26
2012,7,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.35,STABLE,6.23
2012,8,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.4,STABLE,6.17
2012,9,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.54,STABLE,6.68
2012,10,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.47,STABLE,6.44
2012,11,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.03,STABLE,6.28
2012,12,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.42,STABLE,6.11
2013,1,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.85,STABLE,6.15
2013,2,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.47,STABLE,6.72
2013,3,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.13,STABLE,6.98
2013,4,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.24,STABLE,6.11
2013,5,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.59,STABLE,6.41
2013,6,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,5.81,STABLE,6.18
2013,7,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.65,STABLE,6.19
2013,8,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.25,STABLE,6.57
2013,9,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.44,STABLE,5.99
2013,10,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.12,STABLE,6.38
2013,11,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.42,STABLE,6.15
2013,12,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.03,STABLE,6.17
2014,1,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.25,STABLE,6.31
2014,2,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.15,STABLE,6.26
2014,3,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.52,STABLE,6.23
2014,4,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.32,STABLE,6.34
2014,5,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.57,STABLE,6.53
2014,6,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.4,STABLE,6.13
2014,7,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.28,STABLE,6.57
2014,8,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.41,STABLE,6.43
2014,9,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.57,STABLE,6.47
2014,10,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.15,STABLE,6.08
2014,11,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.35,STABLE,6.35
2014,12,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.03,STABLE,6.3
2015,1,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.09,STABLE,6.29
2015,2,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.42,STABLE,5.93
2015,3,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.17,STABLE,6.67
2015,4,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.38,STABLE,6.27
2015,5,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.32,STABLE,6.99
2015,6,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,5.93,STABLE,6.48
2015,7,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.66,STABLE,6.13
2015,8,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.32,STABLE,6.35
2015,9,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.5,STABLE,6.25
2015,10,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.42,STABLE,6.18
2015,11,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.47,STABLE,5.75
2015,12,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.32,STABLE,6.71
2016,1,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.59,STABLE,6.36
2016,2,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.46,STABLE,6.31
2016,3,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.48,STABLE,6.85
2016,4,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.17,STABLE,6.87
2016,5,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.01,STABLE,6.42
2016,6,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.08,STABLE,5.92
2016,7,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.26,STABLE,6.31
2016,8,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.5,STABLE,6.46
2016,9,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.4,STABLE,5.43
2016,10,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.34,STABLE,5.91
2016,11,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.4,STABLE,6.73
2016,12,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.3,STABLE,6.42
2017,1,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.35,,6.31
2017,2,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.27,,6.12
2017,3,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.24,,6.63
2017,4,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.4,,6.4
2017,5,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.45,,6.73
2017,6,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.12,,6.28
2017,7,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.5,,6.25
2017,8,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.35,,6.4
2017,9,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.53,,6.13
2017,10,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.27,,6.13
2017,11,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.29,,6.09
2017,12,CFX,Qualité des soins – MCO,Evaluation de la douleur,%,6.2,,6.53
2011,1,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.85,STABLE,7.78
2011,2,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.65,STABLE,7.55
2011,3,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.8,STABLE,7.88
2011,4,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.44,STABLE,7.5
2011,5,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.75,STABLE,7.53
2011,6,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.94,STABLE,7.69
2011,7,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.83,STABLE,7.42
2011,8,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,8.15,STABLE,7.8
2011,9,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.94,STABLE,7.48
2011,10,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.48,STABLE,8.1
2011,11,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.43,STABLE,8.47
2011,12,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.75,STABLE,7.8
2012,1,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.63,STABLE,7.35
2012,2,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.83,STABLE,7.25
2012,3,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.69,STABLE,7.69
2012,4,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,8.18,STABLE,7.72
2012,5,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.59,STABLE,8.04
2012,6,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,8.11,STABLE,8.51
2012,7,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.82,STABLE,7.59
2012,8,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.62,STABLE,7.38
2012,9,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.64,STABLE,7.83
2012,10,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.83,STABLE,8.74
2012,11,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.59,STABLE,7.66
2012,12,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.47,STABLE,7.24
2013,1,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,8.09,STABLE,7.81
2013,2,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.92,STABLE,7.87
2013,3,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.37,STABLE,7.8
2013,4,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.96,STABLE,7.25
2013,5,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.9,STABLE,7.72
2013,6,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.5,STABLE,7.99
2013,7,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.69,STABLE,8.2
2013,8,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.67,STABLE,7.74
2013,9,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,8.27,STABLE,7.92
2013,10,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.54,STABLE,7.29
2013,11,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.62,STABLE,7.56
2013,12,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.45,STABLE,7.85
2017,1,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,8.06,,7.74
2017,2,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.93,,7.78
2017,3,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.35,,7.77
2017,4,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,8.07,,7.33
2017,5,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.86,,7.83
2017,6,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.53,,8.16
2017,7,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.68,,8.17
2017,8,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.57,,7.65
2017,9,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,8.2,,7.97
2017,10,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.59,,7.53
2017,11,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.63,,7.47
2017,12,CFX,Qualité des soins – MCO,Infarctus du myocarde,%,7.41,,7.72
2011,1,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.84,STABLE,1.71
2011,2,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.78,STABLE,1.73
2011,3,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.75,STABLE,1.61
2011,4,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.71,STABLE,1.81
2011,5,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.81,STABLE,1.86
2011,6,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.72,STABLE,1.73
2011,7,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.66,STABLE,1.63
2011,8,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.72,STABLE,1.7
2011,9,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.63,STABLE,1.85
2011,10,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.79,STABLE,1.8
2011,11,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.74,STABLE,1.74
2011,12,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.83,STABLE,1.83
2012,1,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.7,STABLE,1.71
2012,2,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.78,STABLE,1.66
2012,3,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.8,STABLE,1.64
2012,4,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.71,STABLE,1.69
2012,5,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.75,STABLE,1.8
2012,6,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.7,STABLE,1.87
2012,7,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.71,STABLE,1.78
2012,8,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.73,STABLE,1.7
2012,9,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.77,STABLE,1.82
2012,10,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.76,STABLE,1.72
2012,11,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.81,STABLE,1.8
2012,12,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.78,STABLE,1.82
2013,1,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.8,STABLE,1.7
2013,2,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.72,STABLE,1.82
2013,3,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.78,STABLE,1.66
2013,4,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.79,STABLE,1.62
2013,5,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.71,STABLE,1.77
2013,6,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.74,STABLE,1.7
2013,7,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.81,STABLE,1.81
2013,8,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.79,STABLE,1.72
2013,9,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.71,STABLE,1.78
2013,10,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.72,STABLE,1.75
2013,11,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.69,STABLE,1.8
2013,12,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.74,STABLE,1.87
2014,1,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.74,STABLE,1.7
2014,2,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.8,STABLE,1.98
2014,3,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.75,STABLE,1.81
2014,4,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.73,STABLE,1.71
2014,5,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.81,STABLE,1.78
2014,6,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.79,STABLE,1.76
2014,7,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.8,STABLE,1.68
2014,8,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.68,STABLE,1.69
2014,9,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.65,STABLE,1.68
2014,10,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.81,STABLE,1.9
2014,11,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.71,STABLE,1.75
2014,12,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.74,STABLE,1.57
2015,1,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.79,STABLE,1.64
2015,2,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.73,STABLE,1.82
2015,3,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.83,STABLE,1.9
2015,4,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.8,STABLE,1.66
2015,5,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.76,STABLE,1.74
2015,6,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.77,STABLE,1.71
2015,7,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.72,STABLE,1.78
2015,8,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.67,STABLE,1.83
2015,9,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.78,STABLE,1.63
2015,10,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.7,STABLE,1.72
2015,11,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.72,STABLE,1.74
2015,12,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.72,STABLE,1.81
2016,1,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.7,STABLE,1.79
2016,2,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.82,STABLE,1.81
2016,3,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.68,STABLE,1.67
2016,4,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.87,STABLE,1.75
2016,5,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.8,STABLE,1.9
2016,6,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.73,STABLE,1.88
2016,7,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.77,STABLE,1.77
2016,8,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.74,STABLE,1.74
2016,9,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.74,STABLE,1.65
2016,10,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.63,STABLE,1.74
2016,11,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.74,STABLE,1.65
2016,12,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.78,STABLE,1.65
2017,1,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.73,,1.69
2017,2,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.78,,1.83
2017,3,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.74,,1.78
2017,4,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.84,,1.7
2017,5,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.78,,1.81
2017,6,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.75,,1.78
2017,7,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.75,,1.76
2017,8,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.71,,1.76
2017,9,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.76,,1.66
2017,10,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.65,,1.75
2017,11,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.73,,1.71
2017,12,CFX,Qualité des soins – MCO,Prévention des escarres,%,1.75,,1.72
2011,1,CFX,Qualité des soins – MCO,Réunions de concertation en cancérologie (RCP),%,7.13,STABLE,7.2
2011,2,CFX,Qualité des soins – MCO,Réunions de concertation en cancérologie (RCP),%,7.0,STABLE,7.15
2011,3,CFX,Qualité des soins – MCO,Réunions de concertation en cancérologie (RCP),%,7.09,STABLE,7.02
2011,4,CFX,Qualité des soins – MCO,Réunions de concertation en cancérologie (RCP),%,7.04,STABLE,6.56
2011,5,CFX,Qualité des soins – MCO,Réunions de concertation en cancérologie (RCP),%,7.29,STABLE,6.7
2011,6,CFX,Qualité des soins – MCO,Réunions de concertation en cancérologie (RCP),%,7.05,STABLE,7.06
2011,7,CFX,Qualité des soins – MCO,Réunions de concertation en cancérologie (RCP),%,6.95,STABLE,6.92
2011,8,CFX,Qualité des soins – MCO,Réunions de concertation en cancérologie (RCP),%,6.89,STABLE,7.03
2011,9,CFX,Qualité des soins – MCO,Réunions de concertation en cancérologie (RCP),%,6.96,STABLE,6.87
2011,10,CFX,Qualité des soins – MCO,Réunions de concertation en cancérologie (RCP),%,6.74,STABLE,7.13
2011,11,CFX,Qualité des soins – MCO,Réunions de concertation en cancérologie (RCP),%,6.75,STABLE,7.49
2011,12,CFX,Qualité des soins – MCO,Réunions de concertation en cancérologie (RCP),%,7.11,STABLE,6.86
2012,1,CFX,Qualité des soins – MCO,Réunions de concertation en cancérologie (RCP),%,6.88,STABLE,6.63
2012,2,CFX,Qualité des soins – MCO,Réunions de concertation en cancérologie (RCP),%,6.83,STABLE,7.43
2012,3,CFX,Qualité des soins – MCO,Réunions de concertation en cancérologie (RCP),%,7.21,STABLE,7.26
2012,4,CFX,Qualité des soins – MCO,Réunions de concertation en cancérologie (RCP),%,6.83,STABLE,6.81
2012,5,CFX,Qualité des soins – MCO,Réunions de concertation en cancérologie (RCP),%,7.34,STABLE,6.8
2012,6,CFX,Qualité des soins – MCO,Réunions de concertation en cancérologie (RCP),%,6.77,STABLE,7.24
2012,7,CFX,Qualité des soins – MCO,Réunions de concertation en cancérologie (RCP),%,7.08,STABLE,6.99
2012,8,CFX,Qualité des soins – MCO,Réunions de concertation en cancérologie (RCP),%,7.14,STABLE,6.8
2012,9,CFX,Qualité des soins – MCO,Réunions de concertation en cancérologie (RCP),%,7.13,STABLE,7.78
2012,10,CFX,Qualité des soins – MCO,Réunions de concertation en cancérologie (RCP),%,6.93,STABLE,6.92
2012,11,CFX,Qualité des soins – MCO,Réunions de concertation en cancérologie (RCP),%,6.94,STABLE,6.7
2012,12,CFX,Qualité des soins – MCO,Réunions de concertation en cancérologie (RCP),%,6.93,STABLE,6.63
2013,1,CFX,Qualité des soins – MCO,Réunions de concertation en cancérologie (RCP),%,7.24,STABLE,7.08
2013,2,CFX,Qualité des soins – MCO,Réunions de concertation en cancérologie (RCP),%,7.02,STABLE,6.2
2013,3,CFX,Qualité des soins – MCO,Réunions de concertation en cancérologie (RCP),%,7.08,STABLE,7.22
2013,4,CFX,Qualité des soins – MCO,Réunions de concertation en cancérologie (RCP),%,6.67,STABLE,6.29
2013,5,CFX,Qualité des soins – MCO,Réunions de concertation en cancérologie (RCP),%,6.76,STABLE,7.71
