ANNEE,INDICATEUR,SOUS-INDICATEUR,PLF_NORMAL,CFX_NORMAL,TOTAL_NORMAL,UNITE,MODE,PLF_CRISE,CFX_CRISE,TOTAL_CRISE,ECART_TOTAL,VARIATION_PCT
2011,Qualité des soins – SSR,Dépistage des troubles nutritionnels,64.0,65.0,129.0,%,Normal,108.8,110.5,219.3,90.3,70.0
2012,Qualité des soins – SSR,Dépistage des troubles nutritionnels,64.0,65.0,129.0,%,Normal,108.8,110.5,219.3,90.3,70.0
2013,Qualité des soins – SSR,Dépistage des troubles nutritionnels,64.0,65.0,129.0,%,Normal,108.8,110.5,219.3,90.3,70.0
2011,Qualité des soins – SSR,Evaluation de la douleur,85.0,85.0,170.0,%,Normal,144.5,144.5,289.0,119.0,70.0
2012,Qualité des soins – SSR,Evaluation de la douleur,85.0,85.0,170.0,%,Normal,144.5,144.5,289.0,119.0,70.0
2013,Qualité des soins – SSR,Evaluation de la douleur,85.0,85.0,170.0,%,Normal,144.5,144.5,289.0,119.0,70.0
2014,Qualité des soins – SSR,Evaluation de la douleur,85.0,85.0,170.0,%,Normal,144.5,144.5,289.0,119.0,70.0
2015,Qualité des soins – SSR,Evaluation de la douleur,85.0,85.0,170.0,%,Normal,144.5,144.5,289.0,119.0,70.0
2016,Qualité des soins – SSR,Evaluation de la douleur,85.0,85.0,170.0,%,Normal,144.5,144.5,289.0,119.0,70.0
2011,Qualité des soins – SSR,Prévention des escarres,64.0,64.0,128.0,%,Normal,108.8,108.8,217.6,89.6,70.0
2012,Qualité des soins – SSR,Prévention des escarres,64.0,64.0,128.0,%,Normal,108.8,108.8,217.6,89.6,70.0
2013,Qualité des soins – SSR,Prévention des escarres,61.67,61.67,123.33,%,Normal,104.84,104.84,209.68,86.35,70.02
2014,Qualité des soins – SSR,Prévention des escarres,59.33,59.33,118.67,%,Normal,100.86,100.86,201.72,83.05,69.98
2015,Qualité des soins – SSR,Prévention des escarres,57.0,57.0,114.0,%,Normal,96.9,96.9,193.8,79.8,70.0
2016,Qualité des soins – SSR,Prévention des escarres,57.0,57.0,114.0,%,Normal,96.9,96.9,193.8,79.8,70.0
2011,Qualité des soins – SSR,Troubles nutritionnels,78.0,78.0,156.0,%,Normal,132.6,132.6,265.2,109.2,70.0
2012,Qualité des soins – SSR,Troubles nutritionnels,78.0,78.0,156.0,%,Normal,132.6,132.6,265.2,109.2,70.0
2013,Qualité des soins – SSR,Troubles nutritionnels,78.0,78.0,156.0,%,Normal,132.6,132.6,265.2,109.2,70.0
2014,Qualité des soins – SSR,Troubles nutritionnels,78.0,78.0,156.0,%,Normal,132.6,132.6,265.2,109.2,70.0
2015,Qualité des soins – SSR,Troubles nutritionnels,78.0,78.0,156.0,%,Normal,132.6,132.6,265.2,109.2,70.0
2016,Qualité des soins – SSR,Troubles nutritionnels,78.0,78.0,156.0,%,Normal,132.6,132.6,265.2,109.2,70.0
2011,Qualité des soins – SSR,Évaluation de la douleur,58.0,67.0,125.0,%,Normal,98.6,113.9,212.5,87.5,70.0
2012,Qualité des soins – SSR,Évaluation de la douleur,58.0,67.0,125.0,%,Normal,98.6,113.9,212.5,87.5,70.0
2013,Qualité des soins – SSR,Évaluation de la douleur,58.0,67.0,125.0,%,Normal,98.6,113.9,212.5,87.5,70.0
2011,Qualité et varièté de repas,Bon,22.5,22.5,45.0,%,Normal,38.25,38.25,76.5,31.5,70.0
2012,Qualité et varièté de repas,Bon,22.5,22.5,45.0,%,Normal,38.25,38.25,76.5,31.5,70.0
2013,Qualité et varièté de repas,Bon,22.5,22.5,45.0,%,Normal,38.25,38.25,76.5,31.5,70.0
2011,Qualité et varièté de repas,Excellent,2.5,2.5,5.0,%,Normal,4.25,4.25,8.5,3.5,70.0
2012,Qualité et varièté de repas,Excellent,2.5,2.5,5.0,%,Normal,4.25,4.25,8.5,3.5,70.0
2013,Qualité et varièté de repas,Excellent,2.5,2.5,5.0,%,Normal,4.25,4.25,8.5,3.5,70.0
2011,Qualité et varièté de repas,Mauvais,10.65,10.65,21.3,%,Normal,18.1,18.1,36.2,14.9,69.95
2012,Qualité et varièté de repas,Mauvais,10.65,10.65,21.3,%,Normal,18.1,18.1,36.2,14.9,69.95
2013,Qualité et varièté de repas,Mauvais,10.65,10.65,21.3,%,Normal,18.1,18.1,36.2,14.9,69.95
2011,Qualité et varièté de repas,Tres bon ,5.8,5.8,11.6,%,Normal,9.86,9.86,19.72,8.12,70.0
2012,Qualité et varièté de repas,Tres bon ,5.8,5.8,11.6,%,Normal,9.86,9.86,19.72,8.12,70.0
2013,Qualité et varièté de repas,Tres bon ,5.8,5.8,11.6,%,Normal,9.86,9.86,19.72,8.12,70.0
2011,Qualité et varièté de repas,Très mauvais,5.2,5.2,10.4,%,Normal,8.84,8.84,17.68,7.28,70.0
2012,Qualité et varièté de repas,Très mauvais,5.2,5.2,10.4,%,Normal,8.84,8.84,17.68,7.28,70.0
2013,Qualité et varièté de repas,Très mauvais,5.2,5.2,10.4,%,Normal,8.84,8.84,17.68,7.28,70.0
2011,Qualité et varièté de repas,pas de reponse,1.0,1.0,2.0,%,Normal,1.7,1.7,3.4,1.4,70.0
2012,Qualité et varièté de repas,pas de reponse,1.0,1.0,2.0,%,Normal,1.7,1.7,3.4,1.4,70.0
2013,Qualité et varièté de repas,pas de reponse,1.0,1.0,2.0,%,Normal,1.7,1.7,3.4,1.4,70.0
