year,month,site_code,indicateur,sous_indicateur,unite,value,value_crise,type
2012,12,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,3.0,7.0,VOLATILE
2013,1,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,4.0,7.0,VOLATILE
2013,2,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,4.0,7.0,VOLATILE
2013,3,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,3.0,5.0,VOLATILE
2013,4,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,3.0,6.0,VOLATILE
2013,5,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,4.0,5.0,VOLATILE
2013,6,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,4.0,3.0,VOLATILE
2013,7,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,3.0,3.0,VOLATILE
2013,8,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,4.0,3.0,VOLATILE
2013,9,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,4.0,4.0,VOLATILE
2013,10,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,4.0,5.0,VOLATILE
2013,11,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,3.0,5.0,VOLATILE
2013,12,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,3.0,6.0,VOLATILE
2014,1,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,4.0,7.0,VOLATILE
2014,2,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,4.0,6.0,VOLATILE
2014,3,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,3.0,5.0,VOLATILE
2014,4,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,4.0,6.0,VOLATILE
2014,5,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,4.0,5.0,VOLATILE
2014,6,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,3.0,3.0,VOLATILE
2014,7,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,3.0,3.0,VOLATILE
2014,8,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,4.0,3.0,VOLATILE
2014,9,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,4.0,5.0,VOLATILE
2014,10,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,4.0,5.0,VOLATILE
2014,11,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,3.0,5.0,VOLATILE
2014,12,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,3.0,7.0,VOLATILE
2015,1,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,4.0,6.0,VOLATILE
2015,2,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,4.0,6.0,VOLATILE
2015,3,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,3.0,6.0,VOLATILE
2015,4,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,4.0,6.0,VOLATILE
2015,5,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,3.0,5.0,VOLATILE
2015,6,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,3.0,3.0,VOLATILE
2015,7,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,3.0,3.0,VOLATILE
2015,8,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,4.0,3.0,VOLATILE
2015,9,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,4.0,4.0,VOLATILE
2015,10,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,4.0,5.0,VOLATILE
2015,11,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,4.0,5.0,VOLATILE
2015,12,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,3.0,7.0,VOLATILE
2016,1,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,4.0,7.0,VOLATILE
2016,2,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,4.0,6.0,VOLATILE
2016,3,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,3.0,5.0,VOLATILE
2016,4,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,3.0,6.0,VOLATILE
2016,5,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,3.0,5.0,VOLATILE
2016,6,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,4.0,3.0,VOLATILE
2016,7,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,3.0,3.0,VOLATILE
2016,8,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,4.0,4.0,VOLATILE
2016,9,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,4.0,5.0,VOLATILE
2016,10,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,4.0,5.0,VOLATILE
2016,11,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,4.0,5.0,VOLATILE
2016,12,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,3.0,6.0,VOLATILE
2017,1,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,4.01,6.29,
2017,2,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,4.01,6.06,
2017,3,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,3.01,5.67,
2017,4,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,2.73,6.01,
2017,5,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,3.3,5.03,
2017,6,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,4.3,3.01,
2017,7,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,3.01,3.01,
2017,8,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,4.01,3.1,
2017,9,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,4.01,4.29,
2017,10,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,4.01,5.01,
2017,11,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,3.7,5.01,
2017,12,CFX,RH,PU-PH (Hospitalo-Universitaires),personnes,3.01,6.87,
2011,1,CFX,RH,Praticiens hospitaliers (PH),personnes,3.0,4.0,VOLATILE
2011,2,CFX,RH,Praticiens hospitaliers (PH),personnes,3.0,4.0,VOLATILE
2011,3,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,3.0,VOLATILE
2011,4,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,4.0,VOLATILE
2011,5,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,4.0,VOLATILE
2011,6,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,2.0,VOLATILE
2011,7,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,2.0,VOLATILE
2011,8,CFX,RH,Praticiens hospitaliers (PH),personnes,3.0,2.0,VOLATILE
2011,9,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,3.0,VOLATILE
2011,10,CFX,RH,Praticiens hospitaliers (PH),personnes,3.0,3.0,VOLATILE
2011,11,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,3.0,VOLATILE
2011,12,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,4.0,VOLATILE
2012,1,CFX,RH,Praticiens hospitaliers (PH),personnes,3.0,4.0,VOLATILE
2012,2,CFX,RH,Praticiens hospitaliers (PH),personnes,3.0,4.0,VOLATILE
2012,3,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,3.0,VOLATILE
2012,4,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,4.0,VOLATILE
2012,5,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,4.0,VOLATILE
2012,6,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,2.0,VOLATILE
2012,7,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,2.0,VOLATILE
2012,8,CFX,RH,Praticiens hospitaliers (PH),personnes,3.0,2.0,VOLATILE
2012,9,CFX,RH,Praticiens hospitaliers (PH),personnes,3.0,3.0,VOLATILE
2012,10,CFX,RH,Praticiens hospitaliers (PH),personnes,3.0,3.0,VOLATILE
2012,11,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,3.0,VOLATILE
2012,12,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,4.0,VOLATILE
2013,1,CFX,RH,Praticiens hospitaliers (PH),personnes,3.0,4.0,VOLATILE
2013,2,CFX,RH,Praticiens hospitaliers (PH),personnes,3.0,4.0,VOLATILE
2013,3,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,3.0,VOLATILE
2013,4,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,4.0,VOLATILE
2013,5,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,4.0,VOLATILE
2013,6,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,2.0,VOLATILE
2013,7,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,2.0,VOLATILE
2013,8,CFX,RH,Praticiens hospitaliers (PH),personnes,3.0,2.0,VOLATILE
2013,9,CFX,RH,Praticiens hospitaliers (PH),personnes,3.0,3.0,VOLATILE
2013,10,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,3.0,VOLATILE
2013,11,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,3.0,VOLATILE
2013,12,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,4.0,VOLATILE
2014,1,CFX,RH,Praticiens hospitaliers (PH),personnes,3.0,4.0,VOLATILE
2014,2,CFX,RH,Praticiens hospitaliers (PH),personnes,3.0,4.0,VOLATILE
2014,3,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,4.0,VOLATILE
2014,4,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,4.0,VOLATILE
2014,5,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,3.0,VOLATILE
2014,6,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,2.0,VOLATILE
2014,7,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,2.0,VOLATILE
2014,8,CFX,RH,Praticiens hospitaliers (PH),personnes,3.0,2.0,VOLATILE
2014,9,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,3.0,VOLATILE
2014,10,CFX,RH,Praticiens hospitaliers (PH),personnes,3.0,3.0,VOLATILE
2014,11,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,3.0,VOLATILE
2014,12,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,4.0,VOLATILE
2015,1,CFX,RH,Praticiens hospitaliers (PH),personnes,3.0,4.0,VOLATILE
2015,2,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,4.0,VOLATILE
2015,3,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,3.0,VOLATILE
2015,4,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,4.0,VOLATILE
2015,5,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,3.0,VOLATILE
2015,6,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,2.0,VOLATILE
2015,7,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,2.0,VOLATILE
2015,8,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,2.0,VOLATILE
2015,9,CFX,RH,Praticiens hospitaliers (PH),personnes,3.0,3.0,VOLATILE
2015,10,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,3.0,VOLATILE
2015,11,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,3.0,VOLATILE
2015,12,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,4.0,VOLATILE
2016,1,CFX,RH,Praticiens hospitaliers (PH),personnes,3.0,4.0,VOLATILE
2016,2,CFX,RH,Praticiens hospitaliers (PH),personnes,3.0,4.0,VOLATILE
2016,3,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,3.0,VOLATILE
2016,4,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,4.0,VOLATILE
2016,5,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,4.0,VOLATILE
2016,6,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,2.0,VOLATILE
2016,7,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,2.0,VOLATILE
2016,8,CFX,RH,Praticiens hospitaliers (PH),personnes,3.0,2.0,VOLATILE
2016,9,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,3.0,VOLATILE
2016,10,CFX,RH,Praticiens hospitaliers (PH),personnes,3.0,3.0,VOLATILE
2016,11,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,3.0,VOLATILE
2016,12,CFX,RH,Praticiens hospitaliers (PH),personnes,2.0,4.0,VOLATILE
2017,1,CFX,RH,Praticiens hospitaliers (PH),personnes,2.86,3.98,
2017,2,CFX,RH,Praticiens hospitaliers (PH),personnes,2.33,3.97,
2017,3,CFX,RH,Praticiens hospitaliers (PH),personnes,1.88,3.14,
2017,4,CFX,RH,Praticiens hospitaliers (PH),personnes,1.89,3.97,
2017,5,CFX,RH,Praticiens hospitaliers (PH),personnes,1.89,3.64,
2017,6,CFX,RH,Praticiens hospitaliers (PH),personnes,1.89,1.97,
2017,7,CFX,RH,Praticiens hospitaliers (PH),personnes,1.89,1.97,
2017,8,CFX,RH,Praticiens hospitaliers (PH),personnes,2.32,1.97,
2017,9,CFX,RH,Praticiens hospitaliers (PH),personnes,2.71,2.97,
2017,10,CFX,RH,Praticiens hospitaliers (PH),personnes,2.16,2.97,
2017,11,CFX,RH,Praticiens hospitaliers (PH),personnes,1.89,2.97,
2017,12,CFX,RH,Praticiens hospitaliers (PH),personnes,1.89,3.97,
2011,1,CFX,Resources hopitaux,Infirmier·e·s,personnes,119.0,189.0,VOLATILE
2011,2,CFX,Resources hopitaux,Infirmier·e·s,personnes,109.0,190.0,VOLATILE
2011,3,CFX,Resources hopitaux,Infirmier·e·s,personnes,89.0,149.0,VOLATILE
2011,4,CFX,Resources hopitaux,Infirmier·e·s,personnes,99.0,181.0,VOLATILE
2011,5,CFX,Resources hopitaux,Infirmier·e·s,personnes,101.0,152.0,VOLATILE
2011,6,CFX,Resources hopitaux,Infirmier·e·s,personnes,100.0,91.0,VOLATILE
2011,7,CFX,Resources hopitaux,Infirmier·e·s,personnes,84.0,87.0,VOLATILE
2011,8,CFX,Resources hopitaux,Infirmier·e·s,personnes,113.0,90.0,VOLATILE
2011,9,CFX,Resources hopitaux,Infirmier·e·s,personnes,110.0,133.0,VOLATILE
2011,10,CFX,Resources hopitaux,Infirmier·e·s,personnes,110.0,130.0,VOLATILE
2011,11,CFX,Resources hopitaux,Infirmier·e·s,personnes,99.0,137.0,VOLATILE
2011,12,CFX,Resources hopitaux,Infirmier·e·s,personnes,94.0,188.0,VOLATILE
2012,1,CFX,Resources hopitaux,Infirmier·e·s,personnes,122.0,183.0,VOLATILE
2012,2,CFX,Resources hopitaux,Infirmier·e·s,personnes,109.0,183.0,VOLATILE
2012,3,CFX,Resources hopitaux,Infirmier·e·s,personnes,83.0,146.0,VOLATILE
2012,4,CFX,Resources hopitaux,Infirmier·e·s,personnes,95.0,176.0,VOLATILE
2012,5,CFX,Resources hopitaux,Infirmier·e·s,personnes,101.0,157.0,VOLATILE
2012,6,CFX,Resources hopitaux,Infirmier·e·s,personnes,100.0,88.0,VOLATILE
2012,7,CFX,Resources hopitaux,Infirmier·e·s,personnes,84.0,88.0,VOLATILE
2012,8,CFX,Resources hopitaux,Infirmier·e·s,personnes,115.0,96.0,VOLATILE
2012,9,CFX,Resources hopitaux,Infirmier·e·s,personnes,109.0,117.0,VOLATILE
2012,10,CFX,Resources hopitaux,Infirmier·e·s,personnes,115.0,147.0,VOLATILE
2012,11,CFX,Resources hopitaux,Infirmier·e·s,personnes,95.0,146.0,VOLATILE
2012,12,CFX,Resources hopitaux,Infirmier·e·s,personnes,99.0,192.0,VOLATILE
2013,1,CFX,Resources hopitaux,Infirmier·e·s,personnes,118.0,201.0,VOLATILE
2013,2,CFX,Resources hopitaux,Infirmier·e·s,personnes,106.0,166.0,VOLATILE
2013,3,CFX,Resources hopitaux,Infirmier·e·s,personnes,89.0,149.0,VOLATILE
2013,4,CFX,Resources hopitaux,Infirmier·e·s,personnes,101.0,169.0,VOLATILE
2013,5,CFX,Resources hopitaux,Infirmier·e·s,personnes,99.0,162.0,VOLATILE
2013,6,CFX,Resources hopitaux,Infirmier·e·s,personnes,100.0,93.0,VOLATILE
2013,7,CFX,Resources hopitaux,Infirmier·e·s,personnes,88.0,87.0,VOLATILE
2013,8,CFX,Resources hopitaux,Infirmier·e·s,personnes,110.0,92.0,VOLATILE
2013,9,CFX,Resources hopitaux,Infirmier·e·s,personnes,111.0,117.0,VOLATILE
2013,10,CFX,Resources hopitaux,Infirmier·e·s,personnes,111.0,133.0,VOLATILE
2013,11,CFX,Resources hopitaux,Infirmier·e·s,personnes,96.0,152.0,VOLATILE
2013,12,CFX,Resources hopitaux,Infirmier·e·s,personnes,97.0,197.0,VOLATILE
2014,1,CFX,Resources hopitaux,Infirmier·e·s,personnes,123.0,180.0,VOLATILE
2014,2,CFX,Resources hopitaux,Infirmier·e·s,personnes,111.0,181.0,VOLATILE
2014,3,CFX,Resources hopitaux,Infirmier·e·s,personnes,92.0,156.0,VOLATILE
2014,4,CFX,Resources hopitaux,Infirmier·e·s,personnes,101.0,186.0,VOLATILE
2014,5,CFX,Resources hopitaux,Infirmier·e·s,personnes,94.0,157.0,VOLATILE
2014,6,CFX,Resources hopitaux,Infirmier·e·s,personnes,100.0,87.0,VOLATILE
2014,7,CFX,Resources hopitaux,Infirmier·e·s,personnes,89.0,82.0,VOLATILE
2014,8,CFX,Resources hopitaux,Infirmier·e·s,personnes,109.0,99.0,VOLATILE
2014,9,CFX,Resources hopitaux,Infirmier·e·s,personnes,111.0,136.0,VOLATILE
2014,10,CFX,Resources hopitaux,Infirmier·e·s,personnes,112.0,130.0,VOLATILE
2014,11,CFX,Resources hopitaux,Infirmier·e·s,personnes,94.0,142.0,VOLATILE
2014,12,CFX,Resources hopitaux,Infirmier·e·s,personnes,92.0,181.0,VOLATILE
2015,1,CFX,Resources hopitaux,Infirmier·e·s,personnes,119.0,203.0,VOLATILE
2015,2,CFX,Resources hopitaux,Infirmier·e·s,personnes,106.0,174.0,VOLATILE
2015,3,CFX,Resources hopitaux,Infirmier·e·s,personnes,88.0,146.0,VOLATILE
2015,4,CFX,Resources hopitaux,Infirmier·e·s,personnes,98.0,181.0,VOLATILE
2015,5,CFX,Resources hopitaux,Infirmier·e·s,personnes,95.0,156.0,VOLATILE
2015,6,CFX,Resources hopitaux,Infirmier·e·s,personnes,104.0,87.0,VOLATILE
2015,7,CFX,Resources hopitaux,Infirmier·e·s,personnes,90.0,84.0,VOLATILE
2015,8,CFX,Resources hopitaux,Infirmier·e·s,personnes,108.0,96.0,VOLATILE
2015,9,CFX,Resources hopitaux,Infirmier·e·s,personnes,111.0,123.0,VOLATILE
2015,10,CFX,Resources hopitaux,Infirmier·e·s,personnes,110.0,140.0,VOLATILE
2015,11,CFX,Resources hopitaux,Infirmier·e·s,personnes,101.0,151.0,VOLATILE
2015,12,CFX,Resources hopitaux,Infirmier·e·s,personnes,98.0,177.0,VOLATILE
2016,1,CFX,Resources hopitaux,Infirmier·e·s,personnes,122.0,183.0,VOLATILE
2016,2,CFX,Resources hopitaux,Infirmier·e·s,personnes,104.0,186.0,VOLATILE
2016,3,CFX,Resources hopitaux,Infirmier·e·s,personnes,83.0,141.0,VOLATILE
2016,4,CFX,Resources hopitaux,Infirmier·e·s,personnes,99.0,168.0,VOLATILE
2016,5,CFX,Resources hopitaux,Infirmier·e·s,personnes,101.0,167.0,VOLATILE
2016,6,CFX,Resources hopitaux,Infirmier·e·s,personnes,96.0,93.0,VOLATILE
2016,7,CFX,Resources hopitaux,Infirmier·e·s,personnes,87.0,82.0,VOLATILE
2016,8,CFX,Resources hopitaux,Infirmier·e·s,personnes,113.0,90.0,VOLATILE
2016,9,CFX,Resources hopitaux,Infirmier·e·s,personnes,109.0,137.0,VOLATILE
2016,10,CFX,Resources hopitaux,Infirmier·e·s,personnes,111.0,135.0,VOLATILE
2016,11,CFX,Resources hopitaux,Infirmier·e·s,personnes,101.0,144.0,VOLATILE
2016,12,CFX,Resources hopitaux,Infirmier·e·s,personnes,102.0,191.0,VOLATILE
2017,1,CFX,Resources hopitaux,Infirmier·e·s,personnes,123.0,205.0,VOLATILE
2017,1,CFX,Resources hopitaux,Infirmier·e·s,personnes,122.35,194.05,
2017,2,CFX,Resources hopitaux,Infirmier·e·s,personnes,105.0,166.0,VOLATILE
2017,2,CFX,Resources hopitaux,Infirmier·e·s,personnes,104.47,175.73,
2017,3,CFX,Resources hopitaux,Infirmier·e·s,personnes,85.0,143.0,VOLATILE
2017,3,CFX,Resources hopitaux,Infirmier·e·s,personnes,83.91,149.43,
2017,4,CFX,Resources hopitaux,Infirmier·e·s,personnes,98.0,175.0,VOLATILE
2017,4,CFX,Resources hopitaux,Infirmier·e·s,personnes,99.06,179.93,
2017,5,CFX,Resources hopitaux,Infirmier·e·s,personnes,100.0,169.0,VOLATILE
2017,5,CFX,Resources hopitaux,Infirmier·e·s,personnes,99.96,157.28,
2017,6,CFX,Resources hopitaux,Infirmier·e·s,personnes,97.0,89.0,VOLATILE
2017,6,CFX,Resources hopitaux,Infirmier·e·s,personnes,97.53,87.35,
2017,7,CFX,Resources hopitaux,Infirmier·e·s,personnes,85.0,81.0,VOLATILE
2017,7,CFX,Resources hopitaux,Infirmier·e·s,personnes,87.48,84.2,
2017,8,CFX,Resources hopitaux,Infirmier·e·s,personnes,108.0,92.0,VOLATILE
2017,8,CFX,Resources hopitaux,Infirmier·e·s,personnes,111.59,96.0,
2017,9,CFX,Resources hopitaux,Infirmier·e·s,personnes,108.0,126.0,VOLATILE
2017,9,CFX,Resources hopitaux,Infirmier·e·s,personnes,108.45,125.6,
2017,10,CFX,Resources hopitaux,Infirmier·e·s,personnes,113.0,143.0,VOLATILE
2017,10,CFX,Resources hopitaux,Infirmier·e·s,personnes,110.39,136.55,
2017,11,CFX,Resources hopitaux,Infirmier·e·s,personnes,101.0,149.0,VOLATILE
2017,11,CFX,Resources hopitaux,Infirmier·e·s,personnes,101.71,147.5,
2017,12,CFX,Resources hopitaux,Infirmier·e·s,personnes,104.0,182.0,VOLATILE
2017,12,CFX,Resources hopitaux,Infirmier·e·s,personnes,101.48,182.61,
2011,1,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,3.0,VOLATILE
2011,2,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,4.0,VOLATILE
2011,3,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,3.0,VOLATILE
2011,4,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,3.0,VOLATILE
2011,5,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,3.0,VOLATILE
2011,6,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,2.0,VOLATILE
2011,7,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,2.0,VOLATILE
2011,8,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,2.0,VOLATILE
2011,9,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,3.0,VOLATILE
2011,10,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,3.0,VOLATILE
2011,11,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,3.0,VOLATILE
2011,12,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,4.0,VOLATILE
2012,1,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,4.0,VOLATILE
2012,2,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,4.0,VOLATILE
2012,3,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,3.0,VOLATILE
2012,4,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,3.0,VOLATILE
2012,5,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,3.0,VOLATILE
2012,6,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,2.0,VOLATILE
2012,7,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,2.0,VOLATILE
2012,8,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,2.0,VOLATILE
2012,9,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,2.0,VOLATILE
2012,10,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,3.0,VOLATILE
2012,11,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,3.0,VOLATILE
2012,12,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,4.0,VOLATILE
2013,1,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,3.0,4.0,VOLATILE
2013,2,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,4.0,VOLATILE
2013,3,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,3.0,VOLATILE
2013,4,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,4.0,VOLATILE
2013,5,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,3.0,VOLATILE
2013,6,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,2.0,VOLATILE
2013,7,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,2.0,VOLATILE
2013,8,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,2.0,VOLATILE
2013,9,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,3.0,VOLATILE
2013,10,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,3.0,VOLATILE
2013,11,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,3.0,VOLATILE
2013,12,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,4.0,VOLATILE
2014,1,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,3.0,4.0,VOLATILE
2014,2,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,3.0,4.0,VOLATILE
2014,3,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,3.0,VOLATILE
2014,4,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,4.0,VOLATILE
2014,5,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,3.0,VOLATILE
2014,6,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,2.0,VOLATILE
2014,7,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,2.0,VOLATILE
2014,8,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,2.0,VOLATILE
2014,9,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,3.0,3.0,VOLATILE
2014,10,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,3.0,3.0,VOLATILE
2014,11,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,3.0,VOLATILE
2014,12,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,4.0,VOLATILE
2015,1,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,3.0,5.0,VOLATILE
2015,2,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,3.0,5.0,VOLATILE
2015,3,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,4.0,VOLATILE
2015,4,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,4.0,VOLATILE
2015,5,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,4.0,VOLATILE
2015,6,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,2.0,VOLATILE
2015,7,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,2.0,2.0,VOLATILE
2015,8,CFX,Resources hopitaux,Internes / résidents / FFI,personnes,3.0,2.0,VOLATILE
